date,open,high,low,close,volume
2016-06-30,77.891720420674,79.24028173719499,76.700655316301,78.068903659341,24895474.0
2016-07-01,78.206712844971,80.992427097347,78.206712844971,80.047449824456,1588409.0
2016-07-05,78.826854180305,78.954819852676,78.187025818452,78.649670941638,1366398.0
2016-07-06,78.147651765415,79.692984911989,77.576727996377,79.594648214529,1341121.0
2016-07-07,79.909640638826,80.91367899127201,79.614335241048,80.047449824456,865299.0
2016-07-08,80.91367899127201,82.67566786468299,80.706965212828,82.272083821053,1268457.0
2016-07-11,82.606763271868,82.685511377943,81.80943869786701,82.32130138734901,1277333.0
2016-07-12,83.059564881795,84.723118622613,82.936520966054,83.886419995575,1299116.0
2016-07-13,84.181725393353,84.408126198316,83.689549730389,84.211255933131,955343.0
2016-07-14,84.624683490021,85.609034815948,84.477030791131,84.693588082836,707619.0
2016-07-15,85.067641586688,85.924027240245,84.66405754305801,84.998736993873,899495.0
2016-07-18,84.880614834762,85.077485099947,84.004542154686,84.860927808243,700926.0
2016-07-19,84.60499646350199,85.008580507132,84.21617768976,84.575465923724,630110.0
2016-07-20,84.693588082836,85.530286709874,84.555778897206,85.264511851874,948546.0
2016-07-21,84.91014537454001,85.244824825355,82.537858679053,82.951286235943,1265574.0
2016-07-22,83.305652713277,84.09313377401901,82.793790023795,83.67970621713,875043.0
2016-07-25,83.66986270387,84.880614834762,83.453305412166,84.85108429498399,1229767.0
2016-07-26,84.85108429498399,84.860927808243,83.551740544759,84.181725393353,909348.0
2016-07-27,84.034072694464,84.171881880094,82.80363353705401,83.492679465203,841051.0
2016-07-28,83.335183253055,84.792023215428,82.931599209425,83.778141349723,1037734.0
