Date,high,low,open,close,volume
2014-11-28,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.5299999713897705,0.0
2014-12-01,3.5299999713897705,3.4200000762939453,3.5299999713897705,3.450000047683716,1500.0
2014-12-02,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2014-12-03,3.4200000762939453,3.4000000953674316,3.4200000762939453,3.4000000953674316,54100.0
2014-12-04,3.6500000953674316,3.450000047683716,3.4700000286102295,3.619999885559082,34900.0
2014-12-05,3.690000057220459,3.640000104904175,3.640000104904175,3.640000104904175,12400.0
2014-12-08,3.680000066757202,3.609999895095825,3.609999895095825,3.6500000953674316,4700.0
2014-12-09,3.700000047683716,3.5899999141693115,3.609999895095825,3.5999999046325684,3400.0
2014-12-10,3.549999952316284,3.5399999618530273,3.549999952316284,3.5399999618530273,3700.0
2014-12-11,3.5799999237060547,3.5299999713897705,3.559999942779541,3.5299999713897705,9900.0
2014-12-12,3.5299999713897705,3.5,3.509999990463257,3.5299999713897705,3000.0
2014-12-15,3.5899999141693115,3.450000047683716,3.5899999141693115,3.4800000190734863,68700.0
2014-12-16,3.4600000381469727,3.430000066757202,3.450000047683716,3.4600000381469727,12700.0
2014-12-17,3.5399999618530273,3.5,3.5299999713897705,3.5,5100.0
2014-12-18,3.5899999141693115,3.5399999618530273,3.5899999141693115,3.5399999618530273,6600.0
2014-12-19,3.619999885559082,3.569999933242798,3.5999999046325684,3.5899999141693115,3100.0
2014-12-22,3.6500000953674316,3.5799999237060547,3.5899999141693115,3.609999895095825,13100.0
2014-12-23,3.609999895095825,3.5799999237060547,3.609999895095825,3.5999999046325684,1900.0
2014-12-24,3.6500000953674316,3.630000114440918,3.6500000953674316,3.630000114440918,16000.0
2014-12-26,3.680000066757202,3.5999999046325684,3.680000066757202,3.5999999046325684,3800.0
2014-12-29,3.5899999141693115,3.5899999141693115,3.5899999141693115,3.5899999141693115,200.0
2014-12-30,3.619999885559082,3.5999999046325684,3.5999999046325684,3.619999885559082,3500.0
2014-12-31,3.619999885559082,3.619999885559082,3.619999885559082,3.619999885559082,0.0
